ORDER_ID,CUSTOMER_ID,CUSTOMER_NAME,MARKET_SEGMENT,NATION_ID,PRODUCT_ID,PRODUCT_NAME,MANUFACTURER,PRODUCT_TYPE,PRODUCT_SIZE,QUANTITY,GROSS_REVENUE,DISCOUNT_RATE,TAX_RATE,NET_REVENUE,DISCOUNT_AMOUNT,ORDER_DATE,ORDER_MONTH,ORDER_QUARTER,ORDER_YEAR,ORDER_STATUS,SHIP_MODE,PROMOTION_TIER
4383654,101030,Customer#000101030,HOUSEHOLD,19,45335,orange dark coral peach goldenrod,Manufacturer#2,MEDIUM ANODIZED STEEL,20,17.00,21765.61,0.04,0.05,20894.99,870.62,1992-04-24,1992-04-01,1992-04-01,1992,F,TRUCK,Low Discount
4383654,101030,Customer#000101030,HOUSEHOLD,19,139525,blush medium violet green cyan,Manufacturer#3,ECONOMY PLATED BRASS,30,29.00,45371.08,0.07,0.07,42195.10,3175.98,1992-04-24,1992-04-01,1992-04-01,1992,F,MAIL,Medium Discount
4383654,101030,Customer#000101030,HOUSEHOLD,19,183929,moccasin tan hot bisque dim,Manufacturer#5,LARGE POLISHED STEEL,24,17.00,34219.64,0.05,0.04,32508.66,1710.98,1992-04-24,1992-04-01,1992-04-01,1992,F,SHIP,Medium Discount
4383654,101030,Customer#000101030,HOUSEHOLD,19,88013,honeydew dim burnished cream red,Manufacturer#2,SMALL BRUSHED TIN,24,42.00,42042.42,0.02,0.06,41201.57,840.85,1992-04-24,1992-04-01,1992-04-01,1992,F,AIR,Low Discount
4383654,101030,Customer#000101030,HOUSEHOLD,19,20474,cornsilk steel violet powder linen,Manufacturer#3,ECONOMY POLISHED COPPER,30,36.00,50200.92,0.05,0.00,47690.87,2510.05,1992-04-24,1992-04-01,1992-04-01,1992,F,REG AIR,Medium Discount
4383654,101030,Customer#000101030,HOUSEHOLD,19,102980,azure steel olive misty sky,Manufacturer#1,LARGE POLISHED TIN,42,50.00,99149.00,0.00,0.02,99149.00,0.00,1992-04-24,1992-04-01,1992-04-01,1992,F,AIR,No Promotion
4383654,101030,Customer#000101030,HOUSEHOLD,19,168128,frosted chiffon rose dodger hot,Manufacturer#2,MEDIUM BRUSHED NICKEL,5,28.00,33491.36,0.01,0.04,33156.45,334.91,1992-04-24,1992-04-01,1992-04-01,1992,F,AIR,Low Discount
4383655,559,Customer#000000559,AUTOMOBILE,7,118431,ivory purple cream goldenrod olive,Manufacturer#4,ECONOMY ANODIZED NICKEL,45,32.00,46381.76,0.04,0.04,44526.49,1855.27,1995-01-31,1995-01-01,1995-01-01,1995,F,SHIP,Low Discount
4383655,559,Customer#000000559,AUTOMOBILE,7,57496,khaki goldenrod slate seashell salmon,Manufacturer#1,LARGE PLATED NICKEL,24,31.00,45058.19,0.06,0.03,42354.70,2703.49,1995-01-31,1995-01-01,1995-01-01,1995,F,RAIL,Medium Discount
4383680,89275,Customer#000089275,HOUSEHOLD,7,196522,khaki honeydew wheat peru beige,Manufacturer#1,PROMO BRUSHED BRASS,46,17.00,27514.84,0.02,0.03,26964.54,550.30,1995-11-01,1995-11-01,1995-10-01,1995,O,MAIL,Low Discount
4383680,89275,Customer#000089275,HOUSEHOLD,7,129263,khaki cornflower orange almond yellow,Manufacturer#4,ECONOMY BRUSHED COPPER,48,4.00,5169.04,0.02,0.08,5065.66,103.38,1995-11-01,1995-11-01,1995-10-01,1995,O,RAIL,Low Discount
4383680,89275,Customer#000089275,HOUSEHOLD,7,116008,indian blue chiffon slate lawn,Manufacturer#1,ECONOMY ANODIZED COPPER,30,31.00,31744.00,0.02,0.04,31109.12,634.88,1995-11-01,1995-11-01,1995-10-01,1995,O,FOB,Low Discount
4383680,89275,Customer#000089275,HOUSEHOLD,7,136087,thistle powder white peru mint,Manufacturer#3,LARGE POLISHED STEEL,44,4.00,4492.32,0.10,0.01,4043.09,449.23,1995-11-01,1995-11-01,1995-10-01,1995,O,FOB,High Discount
4383680,89275,Customer#000089275,HOUSEHOLD,7,8792,violet hot purple frosted almond,Manufacturer#2,STANDARD PLATED COPPER,19,45.00,76535.55,0.01,0.03,75770.19,765.36,1995-11-01,1995-11-01,1995-10-01,1995,O,TRUCK,Low Discount
4383680,89275,Customer#000089275,HOUSEHOLD,7,151092,lawn floral aquamarine honeydew thistle,Manufacturer#1,SMALL BRUSHED NICKEL,8,36.00,41151.24,0.09,0.04,37447.63,3703.61,1995-11-01,1995-11-01,1995-10-01,1995,O,FOB,High Discount
4383681,129284,Customer#000129284,BUILDING,3,76846,ghost powder maroon sienna pink,Manufacturer#1,STANDARD BURNISHED STEEL,33,18.00,32811.12,0.04,0.07,31498.68,1312.44,1992-11-18,1992-11-01,1992-10-01,1992,F,RAIL,Low Discount
4383681,129284,Customer#000129284,BUILDING,3,138514,firebrick medium lace grey saddle,Manufacturer#1,MEDIUM BRUSHED NICKEL,39,7.00,10867.57,0.10,0.02,9780.81,1086.76,1992-11-18,1992-11-01,1992-10-01,1992,F,SHIP,High Discount
4383681,129284,Customer#000129284,BUILDING,3,193944,midnight dodger almond dim floral,Manufacturer#5,MEDIUM ANODIZED TIN,26,3.00,6113.82,0.03,0.08,5930.41,183.41,1992-11-18,1992-11-01,1992-10-01,1992,F,TRUCK,Low Discount
4383681,129284,Customer#000129284,BUILDING,3,12785,goldenrod thistle lawn drab hot,Manufacturer#4,SMALL PLATED TIN,19,47.00,79795.66,0.05,0.05,75805.88,3989.78,1992-11-18,1992-11-01,1992-10-01,1992,F,FOB,Medium Discount
4383681,129284,Customer#000129284,BUILDING,3,77192,peach violet goldenrod sky midnight,Manufacturer#5,MEDIUM ANODIZED STEEL,26,38.00,44429.22,0.10,0.06,39986.30,4442.92,1992-11-18,1992-11-01,1992-10-01,1992,F,FOB,High Discount
4383682,114904,Customer#000114904,MACHINERY,11,59570,peach slate deep sienna plum,Manufacturer#2,PROMO BRUSHED BRASS,12,21.00,32120.97,0.01,0.03,31799.76,321.21,1995-09-25,1995-09-01,1995-07-01,1995,O,SHIP,Low Discount
4383683,74914,Customer#000074914,HOUSEHOLD,6,75206,burnished purple powder blush grey,Manufacturer#3,STANDARD ANODIZED STEEL,30,1.00,1181.20,0.10,0.04,1063.08,118.12,1992-07-28,1992-07-01,1992-07-01,1992,F,MAIL,High Discount
4383683,74914,Customer#000074914,HOUSEHOLD,6,172201,drab seashell bisque sandy snow,Manufacturer#3,PROMO ANODIZED COPPER,42,20.00,25464.00,0.05,0.07,24190.80,1273.20,1992-07-28,1992-07-01,1992-07-01,1992,F,SHIP,Medium Discount
4383684,116252,Customer#000116252,HOUSEHOLD,11,56369,lime spring burnished floral hot,Manufacturer#2,ECONOMY PLATED TIN,49,23.00,30483.28,0.02,0.03,29873.61,609.67,1997-05-13,1997-05-01,1997-04-01,1997,O,REG AIR,Low Discount
4383684,116252,Customer#000116252,HOUSEHOLD,11,182561,red papaya lemon saddle aquamarine,Manufacturer#3,LARGE POLISHED STEEL,35,18.00,29584.08,0.10,0.04,26625.67,2958.41,1997-05-13,1997-05-01,1997-04-01,1997,O,FOB,High Discount
4383684,116252,Customer#000116252,HOUSEHOLD,11,99144,black rosy smoke navy blanched,Manufacturer#2,STANDARD ANODIZED COPPER,2,49.00,56013.86,0.08,0.08,51532.75,4481.11,1997-05-13,1997-05-01,1997-04-01,1997,O,TRUCK,High Discount
4383684,116252,Customer#000116252,HOUSEHOLD,11,104171,blanched plum burlywood tomato rose,Manufacturer#3,SMALL PLATED TIN,47,16.00,18802.72,0.01,0.01,18614.69,188.03,1997-05-13,1997-05-01,1997-04-01,1997,O,TRUCK,Low Discount
4383685,94649,Customer#000094649,AUTOMOBILE,19,170567,firebrick dodger metallic plum grey,Manufacturer#2,SMALL BURNISHED STEEL,43,44.00,72052.64,0.02,0.00,70611.59,1441.05,1994-01-05,1994-01-01,1994-01-01,1994,F,TRUCK,Low Discount
4383686,149053,Customer#000149053,MACHINERY,19,61627,linen dim blue blanched yellow,Manufacturer#4,SMALL POLISHED BRASS,24,42.00,66722.04,0.03,0.05,64720.38,2001.66,1996-09-08,1996-09-01,1996-07-01,1996,O,TRUCK,Low Discount
4383686,149053,Customer#000149053,MACHINERY,19,160686,slate plum wheat green grey,Manufacturer#3,SMALL PLATED NICKEL,18,45.00,78600.60,0.09,0.04,71526.55,7074.05,1996-09-08,1996-09-01,1996-07-01,1996,O,FOB,High Discount
4383686,149053,Customer#000149053,MACHINERY,19,35696,sky burnished beige pale puff,Manufacturer#3,LARGE ANODIZED COPPER,38,9.00,14685.21,0.00,0.01,14685.21,0.00,1996-09-08,1996-09-01,1996-07-01,1996,O,MAIL,No Promotion
4383686,149053,Customer#000149053,MACHINERY,19,131076,wheat moccasin orchid green indian,Manufacturer#2,STANDARD PLATED STEEL,24,46.00,50925.22,0.02,0.01,49906.72,1018.50,1996-09-08,1996-09-01,1996-07-01,1996,O,FOB,Low Discount
4383686,149053,Customer#000149053,MACHINERY,19,193590,chartreuse almond powder saddle magenta,Manufacturer#4,PROMO PLATED TIN,41,44.00,74077.96,0.06,0.07,69633.28,4444.68,1996-09-08,1996-09-01,1996-07-01,1996,O,SHIP,Medium Discount
4383687,117893,Customer#000117893,HOUSEHOLD,14,183611,blush rose burlywood ghost goldenrod,Manufacturer#4,MEDIUM BURNISHED COPPER,20,25.00,42365.25,0.03,0.08,41094.29,1270.96,1997-07-28,1997-07-01,1997-07-01,1997,O,REG AIR,Low Discount
4383687,117893,Customer#000117893,HOUSEHOLD,14,141519,lace brown lavender tomato tan,Manufacturer#4,MEDIUM PLATED STEEL,9,1.00,1560.51,0.01,0.04,1544.90,15.61,1997-07-28,1997-07-01,1997-07-01,1997,O,FOB,Low Discount
4383687,117893,Customer#000117893,HOUSEHOLD,14,106343,floral maroon almond sandy burlywood,Manufacturer#2,STANDARD POLISHED NICKEL,8,39.00,52624.26,0.00,0.07,52624.26,0.00,1997-07-28,1997-07-01,1997-07-01,1997,O,SHIP,No Promotion
4383687,117893,Customer#000117893,HOUSEHOLD,14,92144,chocolate khaki violet firebrick purple,Manufacturer#5,STANDARD POLISHED COPPER,33,17.00,19314.38,0.03,0.06,18734.95,579.43,1997-07-28,1997-07-01,1997-07-01,1997,O,RAIL,Low Discount
4383712,63982,Customer#000063982,AUTOMOBILE,3,137658,orchid misty hot black chocolate,Manufacturer#2,PROMO PLATED TIN,21,9.00,15260.85,0.06,0.03,14345.20,915.65,1997-07-06,1997-07-01,1997-07-01,1997,O,REG AIR,Medium Discount
4383712,63982,Customer#000063982,AUTOMOBILE,3,15566,green royal azure tomato peach,Manufacturer#3,ECONOMY BURNISHED TIN,32,42.00,62225.52,0.05,0.06,59114.24,3111.28,1997-07-06,1997-07-01,1997-07-01,1997,O,RAIL,Medium Discount
4383712,63982,Customer#000063982,AUTOMOBILE,3,3005,sky blue puff blanched almond,Manufacturer#1,LARGE POLISHED COPPER,21,34.00,30872.00,0.02,0.02,30254.56,617.44,1997-07-06,1997-07-01,1997-07-01,1997,O,MAIL,Low Discount
4383712,63982,Customer#000063982,AUTOMOBILE,3,91809,seashell blue deep violet linen,Manufacturer#5,MEDIUM ANODIZED COPPER,37,36.00,64828.80,0.04,0.08,62235.65,2593.15,1997-07-06,1997-07-01,1997-07-01,1997,O,TRUCK,Low Discount
4383713,143590,Customer#000143590,BUILDING,17,179738,chiffon antique rose dodger burnished,Manufacturer#3,PROMO PLATED BRASS,19,32.00,58167.36,0.05,0.00,55258.99,2908.37,1996-08-30,1996-08-01,1996-07-01,1996,O,SHIP,Medium Discount
4383713,143590,Customer#000143590,BUILDING,17,40261,puff brown chiffon orchid light,Manufacturer#2,SMALL BRUSHED TIN,31,4.00,4805.04,0.02,0.01,4708.94,96.10,1996-08-30,1996-08-01,1996-07-01,1996,O,SHIP,Low Discount
4383713,143590,Customer#000143590,BUILDING,17,66237,chiffon lawn slate orchid chartreuse,Manufacturer#3,LARGE BRUSHED STEEL,11,10.00,12032.30,0.09,0.05,10949.39,1082.91,1996-08-30,1996-08-01,1996-07-01,1996,O,TRUCK,High Discount
4383713,143590,Customer#000143590,BUILDING,17,34693,drab dodger blush mint sandy,Manufacturer#2,ECONOMY PLATED STEEL,48,19.00,30926.11,0.05,0.05,29379.80,1546.31,1996-08-30,1996-08-01,1996-07-01,1996,O,TRUCK,Medium Discount
4383713,143590,Customer#000143590,BUILDING,17,75381,navy floral powder rosy royal,Manufacturer#2,ECONOMY BURNISHED COPPER,48,3.00,4069.14,0.09,0.08,3702.92,366.22,1996-08-30,1996-08-01,1996-07-01,1996,O,SHIP,High Discount
4383713,143590,Customer#000143590,BUILDING,17,122654,lemon dodger navy khaki red,Manufacturer#1,LARGE PLATED NICKEL,44,43.00,72095.95,0.05,0.06,68491.15,3604.80,1996-08-30,1996-08-01,1996-07-01,1996,O,SHIP,Medium Discount
4383713,143590,Customer#000143590,BUILDING,17,39323,papaya sky khaki cyan antique,Manufacturer#1,PROMO POLISHED NICKEL,46,35.00,44181.20,0.10,0.00,39763.08,4418.12,1996-08-30,1996-08-01,1996-07-01,1996,O,REG AIR,High Discount
4383714,106909,Customer#000106909,MACHINERY,8,93331,medium azure antique green maroon,Manufacturer#4,SMALL BURNISHED COPPER,6,44.00,58270.52,0.05,0.03,55356.99,2913.53,1997-12-08,1997-12-01,1997-10-01,1997,O,REG AIR,Medium Discount
4383714,106909,Customer#000106909,MACHINERY,8,900,medium antique khaki cream slate,Manufacturer#2,STANDARD PLATED NICKEL,40,13.00,23411.70,0.07,0.04,21772.88,1638.82,1997-12-08,1997-12-01,1997-10-01,1997,O,RAIL,Medium Discount
4383715,119146,Customer#000119146,FURNITURE,18,57381,red cornflower violet lace grey,Manufacturer#4,PROMO BURNISHED TIN,3,2.00,2676.76,0.07,0.03,2489.39,187.37,1996-09-30,1996-09-01,1996-07-01,1996,O,MAIL,Medium Discount
4383715,119146,Customer#000119146,FURNITURE,18,188404,rose red dim almond puff,Manufacturer#2,ECONOMY POLISHED STEEL,2,29.00,43279.60,0.07,0.07,40250.03,3029.57,1996-09-30,1996-09-01,1996-07-01,1996,O,RAIL,Medium Discount
4383715,119146,Customer#000119146,FURNITURE,18,96237,royal thistle violet saddle maroon,Manufacturer#2,STANDARD ANODIZED NICKEL,11,35.00,43163.05,0.00,0.02,43163.05,0.00,1996-09-30,1996-09-01,1996-07-01,1996,O,AIR,No Promotion
4383715,119146,Customer#000119146,FURNITURE,18,54958,dark olive puff hot ivory,Manufacturer#4,ECONOMY POLISHED COPPER,32,16.00,30607.20,0.07,0.00,28464.70,2142.50,1996-09-30,1996-09-01,1996-07-01,1996,O,RAIL,Medium Discount
4383715,119146,Customer#000119146,FURNITURE,18,69029,turquoise ghost indian lace dodger,Manufacturer#1,LARGE POLISHED NICKEL,5,26.00,25948.52,0.06,0.04,24391.61,1556.91,1996-09-30,1996-09-01,1996-07-01,1996,O,RAIL,Medium Discount
4383715,119146,Customer#000119146,FURNITURE,18,157039,papaya maroon tomato beige mint,Manufacturer#2,LARGE POLISHED COPPER,21,12.00,13152.36,0.00,0.06,13152.36,0.00,1996-09-30,1996-09-01,1996-07-01,1996,O,FOB,No Promotion
4383715,119146,Customer#000119146,FURNITURE,18,140250,pink black bisque royal mint,Manufacturer#4,LARGE BURNISHED COPPER,16,45.00,58061.25,0.09,0.03,52835.74,5225.51,1996-09-30,1996-09-01,1996-07-01,1996,O,MAIL,High Discount
4383716,132125,Customer#000132125,BUILDING,4,165512,brown sky pale firebrick hot,Manufacturer#2,ECONOMY ANODIZED COPPER,22,36.00,56790.36,0.08,0.06,52247.13,4543.23,1997-09-15,1997-09-01,1997-07-01,1997,O,FOB,High Discount
4383716,132125,Customer#000132125,BUILDING,4,145579,black orchid violet navy ghost,Manufacturer#2,ECONOMY POLISHED BRASS,44,34.00,55235.38,0.06,0.06,51921.26,3314.12,1997-09-15,1997-09-01,1997-07-01,1997,O,AIR,Medium Discount
4383716,132125,Customer#000132125,BUILDING,4,139001,dodger cornsilk blue honeydew green,Manufacturer#3,LARGE BRUSHED NICKEL,30,16.00,16640.00,0.09,0.03,15142.40,1497.60,1997-09-15,1997-09-01,1997-07-01,1997,O,FOB,High Discount
4383717,17656,Customer#000017656,HOUSEHOLD,21,68700,chocolate bisque lime navajo saddle,Manufacturer#1,LARGE PLATED STEEL,46,22.00,36711.40,0.10,0.00,33040.26,3671.14,1997-03-03,1997-03-01,1997-01-01,1997,O,REG AIR,High Discount
4383717,17656,Customer#000017656,HOUSEHOLD,21,34242,azure antique slate papaya wheat,Manufacturer#1,STANDARD ANODIZED COPPER,16,18.00,21172.32,0.01,0.08,20960.60,211.72,1997-03-03,1997-03-01,1997-01-01,1997,O,REG AIR,Low Discount
4383717,17656,Customer#000017656,HOUSEHOLD,21,100672,green saddle dim brown tan,Manufacturer#3,SMALL PLATED STEEL,16,16.00,26762.72,0.07,0.03,24889.33,1873.39,1997-03-03,1997-03-01,1997-01-01,1997,O,FOB,Medium Discount
4383717,17656,Customer#000017656,HOUSEHOLD,21,184704,gainsboro goldenrod lime thistle bisque,Manufacturer#1,PROMO ANODIZED COPPER,24,41.00,73336.70,0.00,0.01,73336.70,0.00,1997-03-03,1997-03-01,1997-01-01,1997,O,AIR,No Promotion
4383717,17656,Customer#000017656,HOUSEHOLD,21,108505,mint gainsboro purple spring lemon,Manufacturer#2,SMALL BRUSHED NICKEL,24,15.00,22702.50,0.02,0.01,22248.45,454.05,1997-03-03,1997-03-01,1997-01-01,1997,O,SHIP,Low Discount
4383717,17656,Customer#000017656,HOUSEHOLD,21,39859,burnished rose orchid tomato hot,Manufacturer#1,SMALL POLISHED BRASS,33,2.00,3597.70,0.03,0.00,3489.77,107.93,1997-03-03,1997-03-01,1997-01-01,1997,O,FOB,Low Discount
4383717,17656,Customer#000017656,HOUSEHOLD,21,107114,saddle yellow plum ghost aquamarine,Manufacturer#5,STANDARD PLATED TIN,38,15.00,16816.65,0.05,0.06,15975.82,840.83,1997-03-03,1997-03-01,1997-01-01,1997,O,MAIL,Medium Discount
4383718,29218,Customer#000029218,AUTOMOBILE,14,49645,blush powder maroon burlywood thistle,Manufacturer#4,LARGE ANODIZED TIN,6,14.00,22324.96,0.02,0.02,21878.46,446.50,1995-07-30,1995-07-01,1995-07-01,1995,O,TRUCK,Low Discount
4383718,29218,Customer#000029218,AUTOMOBILE,14,175189,frosted chocolate lime cyan floral,Manufacturer#2,STANDARD BURNISHED STEEL,6,26.00,32868.68,0.09,0.06,29910.50,2958.18,1995-07-30,1995-07-01,1995-07-01,1995,O,FOB,High Discount
